Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2/10/2023 00:42,BTC/USD,21866.86,21866.86,21857.07,21857.07,0.06778808,1481.64881
2/10/2023 00:43,BTC/USD,21857.07,21857.07,21857.07,21857.07,0,0
2/10/2023 00:44,BTC/USD,21857.07,21867.01,21857.07,21867.01,0.15026626,3285.87381
2/10/2023 00:45,BTC/USD,21867.01,21867.01,21853.46,21853.46,0.12845775,2807.246301
2/10/2023 00:46,BTC/USD,21853.46,21853.46,21844.45,21844.45,4.68E-05,1.021446482
2/10/2023 00:47,BTC/USD,21844.45,21846.36,21838.24,21841.62,0.01119151,244.4407086
2/10/2023 00:48,BTC/USD,21841.62,21843.34,21841.61,21841.61,0.00915891,200.0453402
2/10/2023 00:49,BTC/USD,21841.61,21841.61,21840.93,21840.93,0.00218724,47.77135573
2/10/2023 00:50,BTC/USD,21840.93,21841.37,21835.03,21841.37,0.01420212,310.1937577
2/10/2023 00:51,BTC/USD,21841.37,21844.63,21841.37,21841.37,0.01360478,297.1470337
2/10/2023 00:52,BTC/USD,21841.37,21843.89,21833.25,21843.89,0.10686495,2334.346213
2/10/2023 00:53,BTC/USD,21843.89,21843.89,21837.03,21838.02,0.01041652,227.4761721
2/10/2023 00:54,BTC/USD,21838.02,21838.02,21820,21820,0.01192856,260.2811792
2/10/2023 00:55,BTC/USD,21820,21821.85,21820,21821.73,0.21003859,4583.405401
2/10/2023 00:56,BTC/USD,21821.73,21822.17,21820,21820.25,0.34645578,7559.751734
2/10/2023 00:57,BTC/USD,21820.25,21822.45,21820,21820.01,0.0046727,101.9583607
2/10/2023 00:58,BTC/USD,21820.01,21820.01,21805.01,21805.01,3.55210202,77453.62007
2/10/2023 00:59,BTC/USD,21805.01,21805.01,21805.01,21805.01,0,0
2/10/2023 01:00,BTC/USD,21805.01,21834.37,21805.01,21815.94,0.22833816,4981.411598
2/10/2023 01:01,BTC/USD,21815.94,21821.71,21810.7,21821.71,0.00446425,97.41756887
2/10/2023 01:02,BTC/USD,21821.71,21828.33,21821.71,21828.33,1.63E-05,0.356238346
2/10/2023 01:03,BTC/USD,21828.33,21828.33,21828.33,21828.33,0,0
2/10/2023 01:04,BTC/USD,21828.33,21828.33,21826.4,21826.4,0.25,5456.6
2/10/2023 01:05,BTC/USD,21826.4,21833.34,21826.4,21833.34,0.19747002,4311.430086
2/10/2023 01:06,BTC/USD,21833.34,21844.75,21820,21844.75,4.36364465,95322.72647
2/10/2023 01:07,BTC/USD,21844.75,21868.17,21844.75,21868.17,0.00347736,76.04349963
2/10/2023 01:08,BTC/USD,21868.17,21868.17,21864.27,21865.47,0.01005745,219.9108713
2/10/2023 01:09,BTC/USD,21865.47,21865.47,21860.66,21864.15,0.01919393,419.6589646
2/10/2023 01:10,BTC/USD,21864.15,21868.91,21860.47,21868.91,0.00414648,90.67899794
2/10/2023 01:11,BTC/USD,21868.91,21868.91,21856.07,21860.98,0.08777565,1918.861729
2/10/2023 01:12,BTC/USD,21860.98,21869.72,21860.97,21869.72,0.03247572,710.2349032
2/10/2023 01:13,BTC/USD,21869.72,21869.72,21869.72,21869.72,0,0
2/10/2023 01:14,BTC/USD,21869.72,21869.84,21864.97,21864.97,0.92809153,20292.69346
2/10/2023 01:15,BTC/USD,21864.97,21864.97,21864.97,21864.97,0,0
2/10/2023 01:16,BTC/USD,21864.97,21864.97,21855.1,21855.1,0.47233324,10322.89019
2/10/2023 01:17,BTC/USD,21855.1,21855.1,21854.17,21854.17,0.00041018,8.964143451
2/10/2023 01:18,BTC/USD,21854.17,21854.17,21845.84,21849.12,0.01718397,375.4546226
2/10/2023 01:19,BTC/USD,21849.12,21857.37,21845.63,21857.37,0.00310792,67.93095737
2/10/2023 01:20,BTC/USD,21857.37,21857.37,21853.39,21853.39,0.00107045,23.39296133
2/10/2023 01:21,BTC/USD,21853.39,21855.7,21849.45,21849.45,0.09460148,2066.990307
2/10/2023 01:22,BTC/USD,21849.45,21854.57,21849.45,21854.57,0.00544758,119.0545184
2/10/2023 01:23,BTC/USD,21854.57,21854.57,21848.74,21848.74,0.00194842,42.57052199
2/10/2023 01:24,BTC/USD,21848.74,21859.94,21848.74,21858.85,0.04926465,1076.868595
2/10/2023 01:25,BTC/USD,21858.85,21858.85,21844.97,21844.98,0.02792638,610.0512126
2/10/2023 01:26,BTC/USD,21844.98,21847.01,21844.48,21847.01,0.02679458,585.3814572
2/10/2023 01:27,BTC/USD,21847.01,21847.01,21842.48,21842.48,0.00168636,36.83428457
2/10/2023 01:28,BTC/USD,21842.48,21842.48,21836.81,21836.81,0.18677099,4078.482622
2/10/2023 01:29,BTC/USD,21836.81,21836.81,21821.31,21821.31,0.04508156,983.738696
2/10/2023 01:30,BTC/USD,21821.31,21835.14,21821.31,21835.14,0.06802001,1485.226441
2/10/2023 01:31,BTC/USD,21835.14,21835.14,21819.13,21826.85,0.43146064,9417.42667
2/10/2023 01:32,BTC/USD,21826.85,21830.75,21826.85,21827.08,0.00522058,113.9500173
2/10/2023 01:33,BTC/USD,21827.08,21828.76,21820.85,21828.76,0.02184796,476.9138753
2/10/2023 01:34,BTC/USD,21828.76,21828.76,21828.76,21828.76,0,0
2/10/2023 01:35,BTC/USD,21828.76,21854.52,21828.76,21850,0.00055397,12.1042445
2/10/2023 01:36,BTC/USD,21850,21850,21850,21850,0,0
2/10/2023 01:37,BTC/USD,21850,21857.75,21850,21850,0.0345272,754.41932
2/10/2023 01:38,BTC/USD,21850,21864.97,21850,21864.97,0.00716799,156.7278863
2/10/2023 01:39,BTC/USD,21864.97,21864.97,21860.16,21860.16,0.04057814,887.0446329
2/10/2023 01:40,BTC/USD,21860.16,21860.16,21850.7,21850.7,0.01669257,364.7443393
2/10/2023 01:41,BTC/USD,21850.7,21854.23,21846.68,21846.68,0.23124783,5051.997343
2/10/2023 01:42,BTC/USD,21846.68,21864.97,21846.68,21864.97,0.01315823,287.7043042
2/10/2023 01:43,BTC/USD,21864.97,21864.97,21864.97,21864.97,0.0091106,199.2029957
2/10/2023 01:44,BTC/USD,21864.97,21864.97,21856.04,21856.04,0.65073275,14222.44101
2/10/2023 01:45,BTC/USD,21856.04,21856.04,21856.04,21856.04,0,0
2/10/2023 01:46,BTC/USD,21856.04,21864.81,21856.04,21864.81,0.00441472,96.527014
2/10/2023 01:47,BTC/USD,21864.81,21864.97,21864.81,21864.97,0.65438874,14308.19017
2/10/2023 01:48,BTC/USD,21864.97,21864.97,21864.97,21864.97,0,0
2/10/2023 01:49,BTC/USD,21864.97,21877.58,21864.97,21877.58,0.19660007,4301.133759
2/10/2023 01:50,BTC/USD,21877.58,21879.46,21871.71,21871.71,0.07853912,1717.784856
2/10/2023 01:51,BTC/USD,21871.71,21871.71,21871.71,21871.71,0,0
2/10/2023 01:52,BTC/USD,21871.71,21880.69,21870.23,21880.69,0.05481043,1199.290028
2/10/2023 01:53,BTC/USD,21880.69,21886.2,21871.49,21873.38,2.27411909,49742.67102
2/10/2023 01:54,BTC/USD,21873.38,21880.69,21873.38,21880.69,0.01001099,219.0473688
2/10/2023 01:55,BTC/USD,21880.69,21888.09,21880.69,21888.09,0.00801212,175.3700037
2/10/2023 01:56,BTC/USD,21888.09,21889.9,21883.56,21888.69,0.04542234,994.2355193
2/10/2023 01:57,BTC/USD,21888.69,21888.69,21888.1,21888.1,4.26E-05,0.931338655
2/10/2023 01:58,BTC/USD,21888.1,21902.05,21888.1,21902.05,0.09827204,2152.359134
2/10/2023 01:59,BTC/USD,21902.05,21903.4,21902.05,21903.37,0.00013354,2.92497603
2/10/2023 02:00,BTC/USD,21903.37,21903.37,21895.65,21895.65,0.03390654,742.4057326
2/10/2023 02:01,BTC/USD,21895.65,21902.05,21895.65,21897.55,0.00690459,151.1936048
2/10/2023 02:02,BTC/USD,21897.55,21902.05,21897.55,21902.05,0.00476925,104.456352
2/10/2023 02:03,BTC/USD,21902.05,21902.05,21902.05,21902.05,0.00225495,49.38802765
2/10/2023 02:04,BTC/USD,21902.05,21902.05,21902.02,21902.02,0.01259521,275.8605413
2/10/2023 02:05,BTC/USD,21902.02,21902.02,21894.41,21894.41,0.00668254,146.3102706
2/10/2023 02:06,BTC/USD,21894.41,21898.87,21893.91,21897.86,0.07141073,1563.742168
2/10/2023 02:07,BTC/USD,21897.86,21897.86,21893.93,21895.04,0.02215613,485.1093526
2/10/2023 02:08,BTC/USD,21895.04,21895.04,21893.93,21893.93,0.0004322,9.462556546
2/10/2023 02:09,BTC/USD,21893.93,21893.93,21893.81,21893.81,6.25E-05,1.369019939
2/10/2023 02:10,BTC/USD,21893.81,21893.93,21893.81,21893.93,0.00454565,99.5221429
2/10/2023 02:11,BTC/USD,21893.93,21893.93,21893.64,21893.93,6.52E-05,1.426608479
2/10/2023 02:12,BTC/USD,21893.93,21902.05,21893.93,21902.05,0.06302373,1380.348886
2/10/2023 02:13,BTC/USD,21902.05,21902.05,21902.05,21902.05,0,0
2/10/2023 02:14,BTC/USD,21902.05,21902.05,21900.19,21902.05,0.00153058,33.52283969
2/10/2023 02:15,BTC/USD,21902.05,21902.05,21902.04,21902.05,0.02013642,441.0288777
2/10/2023 02:16,BTC/USD,21902.05,21902.05,21895.56,21899.42,0.0228747,500.9426627
2/10/2023 02:17,BTC/USD,21899.42,21899.42,21899.42,21899.42,0,0
2/10/2023 02:18,BTC/USD,21899.42,21902.05,21899.42,21902.05,0.00250459,54.85565541
2/10/2023 02:19,BTC/USD,21902.05,21902.05,21902.05,21902.05,0,0
2/10/2023 02:20,BTC/USD,21902.05,21902.05,21901.71,21902.05,0.00373946,81.90183989
2/10/2023 02:21,BTC/USD,21902.05,21902.05,21900.62,21900.62,0.01136121,248.817543
2/10/2023 02:22,BTC/USD,21900.62,21906.45,21900.62,21906.45,0.22465598,4921.414993
2/10/2023 02:23,BTC/USD,21906.45,21906.45,21895,21895,0.19681686,4309.30515
2/10/2023 02:24,BTC/USD,21895,21895,21887.78,21887.78,0.49285546,10787.51188
2/10/2023 02:25,BTC/USD,21887.78,21887.78,21886.73,21886.73,0.00581923,127.3639158
2/10/2023 02:26,BTC/USD,21886.73,21886.73,21886.08,21886.08,0.01223066,267.6812032
2/10/2023 02:27,BTC/USD,21886.08,21887.91,21886.08,21887.91,0.00018229,3.989947114
2/10/2023 02:28,BTC/USD,21887.91,21887.91,21886.73,21886.73,0.03914313,856.7151177
2/10/2023 02:29,BTC/USD,21886.73,21886.73,21867.04,21867.04,0.00932825,203.9812159
2/10/2023 02:30,BTC/USD,21867.04,21885.79,21867.04,21885.79,0.03974515,869.8540064
2/10/2023 02:31,BTC/USD,21885.79,21885.79,21885.79,21885.79,0,0
2/10/2023 02:32,BTC/USD,21885.79,21895.86,21885.79,21895.84,0.00507505,111.1224828
2/10/2023 02:33,BTC/USD,21895.84,21903.19,21895.84,21903.19,0.00154566,33.85488466
2/10/2023 02:34,BTC/USD,21903.19,21906.55,21903.19,21904.39,0.00305662,66.95339656
2/10/2023 02:35,BTC/USD,21904.39,21905.82,21899.94,21899.94,0.00708204,155.0962511
2/10/2023 02:36,BTC/USD,21899.94,21899.94,21899.94,21899.94,0,0
2/10/2023 02:37,BTC/USD,21899.94,21902.99,21899.94,21901.23,0.004273,93.58395579
2/10/2023 02:38,BTC/USD,21901.23,21901.23,21898.24,21898.24,0.04476152,980.1985077
2/10/2023 02:39,BTC/USD,21898.24,21903.24,21898.24,21903.24,0.51465903,11272.70025
2/10/2023 02:40,BTC/USD,21903.24,21905.69,21901.23,21901.23,0.03599382,788.3089304
2/10/2023 02:41,BTC/USD,21901.23,21901.23,21901.23,21901.23,0,0
2/10/2023 02:42,BTC/USD,21901.23,21907.07,21901.23,21901.4,0.09228439,2021.157339
2/10/2023 02:43,BTC/USD,21901.4,21908.08,21901.4,21908.08,1.00E-05,0.2190808
2/10/2023 02:44,BTC/USD,21908.08,21914.16,21908.08,21913.88,0.05689167,1246.717229
2/10/2023 02:45,BTC/USD,21913.88,21913.88,21913.88,21913.88,0,0
2/10/2023 02:46,BTC/USD,21913.88,21913.88,21901.39,21911.04,0.93639455,20517.37844
2/10/2023 02:47,BTC/USD,21911.04,21911.04,21911.04,21911.04,0,0
2/10/2023 02:48,BTC/USD,21911.04,21911.04,21911.04,21911.04,0,0
2/10/2023 02:49,BTC/USD,21911.04,21914.98,21911.04,21914.98,0.02276426,498.8783026
2/10/2023 02:50,BTC/USD,21914.98,21914.98,21914.98,21914.98,0,0
2/10/2023 02:51,BTC/USD,21914.98,21914.98,21911.45,21914.98,0.03935303,862.4208654
2/10/2023 02:52,BTC/USD,21914.98,21917.06,21914.94,21914.95,0.79510988,17424.79326
2/10/2023 02:53,BTC/USD,21914.95,21914.95,21905.51,21914.83,0.42805128,9380.671032
2/10/2023 02:54,BTC/USD,21914.83,21914.83,21914.83,21914.83,0,0
2/10/2023 02:55,BTC/USD,21914.83,21919.71,21914.83,21919.71,0.01006131,220.5409974
2/10/2023 02:56,BTC/USD,21919.71,21929.99,21917.04,21929.99,0.2012493,4413.395137
2/10/2023 02:57,BTC/USD,21929.99,21929.99,21929.92,21929.99,0.05046219,1106.635322
2/10/2023 02:58,BTC/USD,21929.99,21929.99,21929.98,21929.99,0.20214255,4432.9841
2/10/2023 02:59,BTC/USD,21929.99,21929.99,21929.89,21929.89,0.00049671,10.89279566
2/10/2023 03:00,BTC/USD,21929.89,21929.98,21929.63,21929.98,0.00043802,9.60576984
2/10/2023 03:01,BTC/USD,21929.98,21929.98,21914.83,21914.83,0.01275587,279.5427226
2/10/2023 03:02,BTC/USD,21914.83,21914.83,21901.72,21901.72,0.10993845,2407.841149
2/10/2023 03:03,BTC/USD,21901.72,21912.61,21901.72,21903.08,0.01115323,244.2900889
2/10/2023 03:04,BTC/USD,21903.08,21910.58,21903.08,21906.88,0.01756926,384.8876705
2/10/2023 03:05,BTC/USD,21906.88,21907.34,21905.5,21907.17,0.21639056,4740.504784
2/10/2023 03:06,BTC/USD,21907.17,21907.29,21894.66,21894.66,0.10628788,2327.136995
2/10/2023 03:07,BTC/USD,21894.66,21894.66,21890.53,21890.53,0.009,197.01477
2/10/2023 03:08,BTC/USD,21890.53,21894.66,21890.53,21894.65,0.0754377,1651.682038
2/10/2023 03:09,BTC/USD,21894.65,21894.65,21888.88,21888.88,0.0100463,219.9022551
2/10/2023 03:10,BTC/USD,21888.88,21888.88,21888.88,21888.88,0,0
2/10/2023 03:11,BTC/USD,21888.88,21888.88,21888.88,21888.88,0,0
2/10/2023 03:12,BTC/USD,21888.88,21888.88,21888.88,21888.88,0,0
2/10/2023 03:13,BTC/USD,21888.88,21890.52,21885,21885,0.04909654,1074.477778
2/10/2023 03:14,BTC/USD,21885,21890.53,21885,21890.53,0.00062318,13.64174049
2/10/2023 03:15,BTC/USD,21890.53,21890.53,21885.01,21890.53,0.01458328,319.2357283
2/10/2023 03:16,BTC/USD,21890.53,21890.53,21890.53,21890.53,0.02679822,586.6272389
2/10/2023 03:17,BTC/USD,21890.53,21890.53,21888.52,21888.52,0.04921014,1077.137134
2/10/2023 03:18,BTC/USD,21888.52,21888.52,21887.9,21888.52,0.0143838,314.840094
2/10/2023 03:19,BTC/USD,21888.52,21888.52,21884.99,21884.99,0.19263115,4215.730791
2/10/2023 03:20,BTC/USD,21884.99,21888.22,21883.85,21883.85,0.02062899,451.4417228
2/10/2023 03:21,BTC/USD,21883.85,21890.52,21880.62,21890.52,0.99084233,21690.05384
2/10/2023 03:22,BTC/USD,21890.52,21890.52,21889.84,21889.84,0.00227775,49.85958306
2/10/2023 03:23,BTC/USD,21889.84,21889.84,21887.41,21887.41,0.00218258,47.77102332
2/10/2023 03:24,BTC/USD,21887.41,21890.31,21887.41,21890.31,0.00895509,196.0296962
2/10/2023 03:25,BTC/USD,21890.31,21890.53,21890.31,21890.53,0.00613727,134.3480931
2/10/2023 03:26,BTC/USD,21890.53,21890.53,21876.87,21879.92,0.03143075,687.7022955
2/10/2023 03:27,BTC/USD,21879.92,21880.07,21879.15,21879.15,0.00302511,66.18683546
2/10/2023 03:28,BTC/USD,21879.15,21879.15,21875.56,21875.62,0.22402638,4900.715959
2/10/2023 03:29,BTC/USD,21875.62,21877.61,21870.39,21877.3,0.1502978,3288.11006
2/10/2023 03:30,BTC/USD,21877.3,21877.46,21870.52,21870.52,0.02969318,649.4052871
2/10/2023 03:31,BTC/USD,21870.52,21876.49,21870.52,21872.96,0.00107932,23.60792319
2/10/2023 03:32,BTC/USD,21872.96,21872.96,21872.44,21872.44,0.00090984,19.90042081
2/10/2023 03:33,BTC/USD,21872.44,21873.48,21872.44,21873.48,0.02127098,465.2703556
2/10/2023 03:34,BTC/USD,21873.48,21873.48,21873.48,21873.48,0,0
2/10/2023 03:35,BTC/USD,21873.48,21873.48,21873.48,21873.48,0,0
2/10/2023 03:36,BTC/USD,21873.48,21873.48,21873.48,21873.48,0,0
2/10/2023 03:37,BTC/USD,21873.48,21884.98,21873.48,21878.43,0.00433613,94.86771668
2/10/2023 03:38,BTC/USD,21878.43,21882.38,21878.05,21878.05,0.00188813,41.30860255
2/10/2023 03:39,BTC/USD,21878.05,21883.95,21878.05,21879.71,0.0448166,980.5742112
2/10/2023 03:40,BTC/USD,21879.71,21879.71,21873.56,21873.56,0.00950262,207.8561287
2/10/2023 03:41,BTC/USD,21873.56,21873.56,21873.48,21873.48,0.00127417,27.87053201
2/10/2023 03:42,BTC/USD,21873.48,21873.48,21860.13,21860.13,0.00187726,41.03714764
2/10/2023 03:43,BTC/USD,21860.13,21863.33,21860.13,21863.33,2.63E-05,0.575005579
2/10/2023 03:44,BTC/USD,21863.33,21863.33,21854.86,21854.86,0.00168965,36.9270642
2/10/2023 03:45,BTC/USD,21854.86,21864.21,21854.86,21855.02,7.20E-05,1.57377999
2/10/2023 03:46,BTC/USD,21855.02,21861.03,21853.34,21855.77,0.39063567,8537.643357
2/10/2023 03:47,BTC/USD,21855.77,21856.52,21850.76,21850.76,0.1373191,3000.526698
2/10/2023 03:48,BTC/USD,21850.76,21850.76,21836.86,21842.58,5.14026979,112276.7541
2/10/2023 03:49,BTC/USD,21842.58,21845.14,21838.81,21843.91,0.01011446,220.9393539
2/10/2023 03:50,BTC/USD,21843.91,21843.91,21835.79,21835.79,0.00057131,12.47500518
2/10/2023 03:51,BTC/USD,21835.79,21839.76,21831.48,21839.76,1.78246667,38928.64428
2/10/2023 03:52,BTC/USD,21839.76,21850.08,21839.76,21845.84,0.32916741,7190.938572
2/10/2023 03:53,BTC/USD,21845.84,21845.84,21845.84,21845.84,0,0
2/10/2023 03:54,BTC/USD,21845.84,21845.84,21841.08,21841.08,0.02321183,506.971436
2/10/2023 03:55,BTC/USD,21841.08,21844.02,21841.08,21844.02,1.17E-05,0.254701273
2/10/2023 03:56,BTC/USD,21844.02,21846.47,21844.02,21845.84,0.00022856,4.99308519
2/10/2023 03:57,BTC/USD,21845.84,21845.84,21841.08,21841.08,0.22790183,4977.622101
2/10/2023 03:58,BTC/USD,21841.08,21841.08,21830.13,21830.13,0.00140815,30.74009756
2/10/2023 03:59,BTC/USD,21830.13,21830.13,21827.67,21827.67,0.0200956,438.6401253
2/10/2023 04:00,BTC/USD,21827.67,21827.67,21827.67,21827.67,0,0
2/10/2023 04:01,BTC/USD,21827.67,21827.67,21823.68,21823.68,1.00E-05,0.2182368
2/10/2023 04:02,BTC/USD,21823.68,21823.68,21805,21817.3,0.44830961,9780.905254
2/10/2023 04:03,BTC/USD,21817.3,21829.74,21812.21,21829.74,0.08443057,1843.097391
2/10/2023 04:04,BTC/USD,21829.74,21829.74,21821.1,21821.1,0.03974433,867.2649994
2/10/2023 04:05,BTC/USD,21821.1,21821.1,21821.1,21821.1,0,0
2/10/2023 04:06,BTC/USD,21821.1,21821.1,21797.83,21805.18,4.63871962,101148.1163
2/10/2023 04:07,BTC/USD,21805.18,21805.18,21793.17,21793.17,0.00412917,89.98770377
2/10/2023 04:08,BTC/USD,21793.17,21795.23,21788.12,21788.12,0.11432099,2490.839449
2/10/2023 04:09,BTC/USD,21788.12,21788.12,21783.82,21784.06,0.0009824,21.40066054
2/10/2023 04:10,BTC/USD,21784.06,21784.06,21772.85,21772.85,0.00114165,24.8569742
2/10/2023 04:11,BTC/USD,21772.85,21772.85,21726.22,21726.22,5.0264416,109205.576
2/10/2023 04:12,BTC/USD,21726.22,21755.98,21726.22,21755.98,0.00427585,93.02530708
2/10/2023 04:13,BTC/USD,21755.98,21776.74,21755.98,21776.73,0.09157972,1994.306836
2/10/2023 04:14,BTC/USD,21776.73,21782.01,21776.21,21776.21,0.02566961,558.986818
2/10/2023 04:15,BTC/USD,21776.21,21777.26,21775.09,21777.26,0.00035932,7.825005063
2/10/2023 04:16,BTC/USD,21777.26,21794.19,21777.26,21794.19,0.02067336,450.5591358
2/10/2023 04:17,BTC/USD,21794.19,21794.19,21792.48,21792.48,0.00998445,217.5859269
2/10/2023 04:18,BTC/USD,21792.48,21795.87,21792.48,21795.87,0.00242215,52.79286652
2/10/2023 04:19,BTC/USD,21795.87,21795.87,21790.7,21790.7,0.00085511,18.63344548
2/10/2023 04:20,BTC/USD,21790.7,21793,21788.09,21793,0.57703928,12575.41703
2/10/2023 04:21,BTC/USD,21793,21804.66,21793,21803.92,0.01775472,387.1224945
2/10/2023 04:22,BTC/USD,21803.92,21813.5,21803.92,21813.5,0.26635684,5810.174929
2/10/2023 04:23,BTC/USD,21813.5,21813.5,21811.31,21811.31,0.00070163,15.30346944
2/10/2023 04:24,BTC/USD,21811.31,21817.02,21811.31,21817.02,0.00059391,12.95734635
2/10/2023 04:25,BTC/USD,21817.02,21818.71,21817.02,21818.71,0.00084413,18.41782767
2/10/2023 04:26,BTC/USD,21818.71,21818.71,21818.71,21818.71,0,0
2/10/2023 04:27,BTC/USD,21818.71,21824.66,21818.71,21824.66,0.01122532,244.9887924
2/10/2023 04:28,BTC/USD,21824.66,21832.33,21824.66,21830.67,0.00043989,9.603093426
2/10/2023 04:29,BTC/USD,21830.67,21832.6,21826.3,21830.36,0.07304748,1594.652785
2/10/2023 04:30,BTC/USD,21830.36,21830.36,21830.36,21830.36,0,0
2/10/2023 04:31,BTC/USD,21830.36,21830.36,21825.53,21825.53,0.00942415,205.6870685
2/10/2023 04:32,BTC/USD,21825.53,21825.53,21816.9,21816.9,0.02871294,626.4273407
2/10/2023 04:33,BTC/USD,21816.9,21816.9,21816.9,21816.9,0,0
2/10/2023 04:34,BTC/USD,21816.9,21816.9,21805.52,21805.52,0.18,3924.9936
2/10/2023 04:35,BTC/USD,21805.52,21809.99,21805.52,21809.99,0.002524,55.04841476
2/10/2023 04:36,BTC/USD,21809.99,21817.36,21809.99,21817.36,4.62E-05,1.008834726
2/10/2023 04:37,BTC/USD,21817.36,21817.36,21817.36,21817.36,0,0
2/10/2023 04:38,BTC/USD,21817.36,21817.36,21810.35,21810.35,0.00533762,116.4153604
2/10/2023 04:39,BTC/USD,21810.35,21810.35,21781.92,21791.3,1.33885704,29175.43542
2/10/2023 04:40,BTC/USD,21791.3,21824.5,21791.3,21819.5,0.0164284,358.4594738
2/10/2023 04:41,BTC/USD,21819.5,21819.5,21815.95,21815.95,0.00536585,117.0611153
2/10/2023 04:42,BTC/USD,21815.95,21815.95,21815.95,21815.95,0,0
2/10/2023 04:43,BTC/USD,21815.95,21815.95,21815.95,21815.95,0,0
2/10/2023 04:44,BTC/USD,21815.95,21815.95,21815.95,21815.95,0,0
2/10/2023 04:45,BTC/USD,21815.95,21815.95,21810.3,21810.86,0.22468829,4900.644837
2/10/2023 04:46,BTC/USD,21810.86,21810.86,21810.86,21810.86,0,0
2/10/2023 04:47,BTC/USD,21810.86,21815.64,21804.52,21804.52,0.09440894,2058.54162
2/10/2023 04:48,BTC/USD,21804.52,21815.95,21804.52,21815.94,0.1107893,2416.972721
